lab proto group dose1 dose2 body wet blot
WIL A  9 10.00  0.00    41.30   145.20   109.30
WIL A  9 10.00  0.00    50.50   179.70   114.50
WIL A  9 10.00  0.00    48.60   177.70   122.20
WIL A  9 10.00  0.00    49.90   137.40   112.80
WIL A  9 10.00  0.00    44.00   207.10   135.60
WIL A 10  3.00  0.10    48.30    95.00    80.80
WIL A 10  3.00  0.10    45.80    98.80    88.70
WIL A 10  3.00  0.10    51.60   101.40    94.70
WIL A 10  3.00  0.10    53.00   100.60    87.50
WIL A 10  3.00  0.10    46.00    96.40    88.90
WIL A 10  3.00  0.10    44.00   130.10   120.40
WIL A 11  3.00  1.00    44.70    42.60    49.70
WIL A 11  3.00  1.00    43.20    40.70    47.50
WIL A 11  3.00  1.00    49.00    39.90    41.00
WIL A 11  3.00  1.00    50.70    38.30    49.70
WIL A 11  3.00  1.00    47.40    46.70    43.50
WIL A 11  3.00  1.00    48.20    44.30    41.60
WIL B  1  0.00  0.00    41.20    25.40    24.60
WIL B  1  0.00  0.00    42.10    21.00    20.30
WIL B  1  0.00  0.00    45.70    20.30    28.10
WIL B  1  0.00  0.00    43.10    26.80    25.10
WIL B  1  0.00  0.00    50.50    37.50    30.50
WIL B  1  0.00  0.00    48.60    35.30    29.00
WIL B  2  0.00  0.00    43.90    32.90    30.40
WIL B  2  0.00  0.00    44.70    32.00    26.30
WIL B  2  0.00  0.00    44.90    34.00    28.00
WIL B  2  0.00  0.00    46.50    30.70    24.90
WIL B  2  0.00  0.00    49.60    40.40    36.60
WIL B  2  0.00  0.00    49.60    38.90    31.80
WIL B  3  0.01  0.00    43.30    32.80    29.30
WIL B  3  0.01  0.00    48.00    42.60    39.80
WIL B  3  0.01  0.00    50.20    40.90    36.70
WIL B  3  0.01  0.00    50.10    40.10    36.80
WIL B  3  0.01  0.00    51.20    36.60    32.00
WIL B  3  0.01  0.00    48.20    23.50    21.20
WIL B  4  0.03  0.00    41.00    26.30    27.40
WIL B  4  0.03  0.00    47.30    26.90    14.30
WIL B  4  0.03  0.00    46.70    33.80    28.20
WIL B  4  0.03  0.00    50.50    29.80    25.20
WIL B  4  0.03  0.00    50.70    46.70    42.30
WIL B  4  0.03  0.00    55.20    38.00    32.10
WIL B  5  0.10  0.00    45.50    40.90    39.20
WIL B  5  0.10  0.00    43.40    29.40    24.20
WIL B  5  0.10  0.00    46.50    53.70    45.20
WIL B  5  0.10  0.00    48.30    36.50    32.40
WIL B  5  0.10  0.00    49.50    37.30    31.80
WIL B  5  0.10  0.00    50.10    29.00    28.80
WIL B  6  0.30  0.00    45.80    24.80    40.40
WIL B  6  0.30  0.00    44.80    59.50    44.90
WIL B  6  0.30  0.00    45.60    63.80    56.50
WIL B  6  0.30  0.00    45.40    73.70    65.00
WIL B  6  0.30  0.00    55.10    73.00    65.70
WIL B  6  0.30  0.00    55.80    89.60    80.20
WIL B  7  1.00  0.00    43.30   149.10   111.60
WIL B  7  1.00  0.00    44.90    95.50    87.70
WIL B  7  1.00  0.00    44.40    71.90    64.80
WIL B  7  1.00  0.00    52.30    97.00    89.50
WIL B  7  1.00  0.00    52.20   209.10   147.60
WIL B  7  1.00  0.00    49.20    87.70    78.60
WIL B  8  3.00  0.00    44.60    85.00    76.90
WIL B  8  3.00  0.00    47.10   138.80   110.30
WIL B  8  3.00  0.00    49.20   174.30   105.50
WIL B  8  3.00  0.00    47.70   252.40   110.40
WIL B  8  3.00  0.00    48.00   191.40   122.10
WIL B  8  3.00  0.00    53.20   276.50   133.20
WIL B  9 10.00  0.00    41.70   283.90   132.40
WIL B  9 10.00  0.00    48.10   262.20   143.30
WIL B  9 10.00  0.00    48.60   146.10   119.70
WIL B  9 10.00  0.00    46.10   232.50   132.70
WIL B  9 10.00  0.00    50.70   358.30   144.60
WIL B  9 10.00  0.00    49.30   213.40   131.00
WIL B 10  3.00  0.10    42.60    37.90    31.90
WIL B 10  3.00  0.10    43.90    41.60    37.80
WIL B 10  3.00  0.10    45.10    44.20    40.20
WIL B 10  3.00  0.10    47.70    47.40    36.40
WIL B 10  3.00  0.10    51.70    39.70    34.00
WIL B 10  3.00  0.10    56.10    60.20    50.30
WIL B 11  3.00  1.00    42.50    24.10    23.10
WIL B 11  3.00  1.00    46.20    33.30    29.30
WIL B 11  3.00  1.00    43.60    26.70    24.10
WIL B 11  3.00  1.00    44.70    37.30    31.10
WIL B 11  3.00  1.00    51.00    33.00    27.80
WIL B 11  3.00  1.00    51.70    37.30    34.00
Zeneca A  1  0.00  0.00    63.00    31.20    27.80
Zeneca A  1  0.00  0.00    56.60    24.30    21.80
Zeneca A  1  0.00  0.00    58.30    36.10    32.90
Zeneca A  1  0.00  0.00    54.50    35.70    32.60
Zeneca A  1  0.00  0.00    52.00    26.70    25.60
Zeneca A  1  0.00  0.00    52.80    29.00    26.90
Zeneca A  2  0.00  0.00    60.60    44.50    43.50
Zeneca A  2  0.00  0.00    59.20    35.70    33.20
Zeneca A  2  0.00  0.00    54.30    32.50    29.90
Zeneca A  2  0.00  0.00    50.70    23.10    20.30
Zeneca A  2  0.00  0.00    52.40    36.00    33.20
Zeneca A  2  0.00  0.00    46.10    24.30    21.50
Zeneca A  3  0.01  0.00    61.10    37.60    34.70
Zeneca A  3  0.01  0.00    61.00    33.80    30.60
Zeneca A  3  0.01  0.00    55.90    40.10    37.60
Zeneca A  3  0.01  0.00    52.10    27.70    25.60
Zeneca A  3  0.01  0.00    54.80    22.80    20.20
Zeneca A  3  0.01  0.00    50.30    26.60    24.10
Zeneca A  4  0.03  0.00    61.70    47.70    44.60
Zeneca A  4  0.03  0.00    61.20    39.50    37.30
Zeneca A  4  0.03  0.00    55.70    24.20    21.50
Zeneca A  4  0.03  0.00    51.00    29.70    28.40
Zeneca A  4  0.03  0.00    51.90    33.00    30.30
Zeneca A  4  0.03  0.00    46.80    32.10    28.60
Zeneca A  5  0.10  0.00    61.40    28.50    25.70
Zeneca A  5  0.10  0.00    59.30    43.90    40.90
Zeneca A  5  0.10  0.00    54.20    32.30    30.90
Zeneca A  5  0.10  0.00    52.50    23.30    22.10
Zeneca A  5  0.10  0.00    50.60    28.30    26.10
Zeneca A  5  0.10  0.00    50.10    32.30    30.80
Zeneca A  6  0.30  0.00    62.20    57.80    54.00
Zeneca A  6  0.30  0.00    59.30    27.70    26.30
Zeneca A  6  0.30  0.00    58.10    42.10    38.80
Zeneca A  6  0.30  0.00    51.10    32.20    29.80
Zeneca A  6  0.30  0.00    51.80    33.20    30.80
Zeneca A  6  0.30  0.00    52.00    36.70    33.20
Zeneca A  7  1.00  0.00    63.20    43.40    39.80
Zeneca A  7  1.00  0.00    62.20    47.30    44.60
Zeneca A  7  1.00  0.00    56.80    49.10    46.10
Zeneca A  7  1.00  0.00    54.00    85.40    79.50
Zeneca A  7  1.00  0.00    52.90    61.80    58.10
Zeneca A  7  1.00  0.00    44.30   107.20    91.60
Zeneca A  8  3.00  0.00    64.00    77.50    71.90
Zeneca A  8  3.00  0.00    59.70   155.60   130.90
Zeneca A  8  3.00  0.00    57.70   120.70   100.20
Zeneca A  8  3.00  0.00    54.40    98.00    86.30
Zeneca A  8  3.00  0.00    49.90    98.40    87.40
Zeneca A  8  3.00  0.00    47.00   111.00    92.10
Zeneca A  9 10.00  0.00    62.90   165.40   124.10
Zeneca A  9 10.00  0.00    58.60   163.40   130.90
Zeneca A  9 10.00  0.00    59.60   119.00   101.60
Zeneca A  9 10.00  0.00    51.40   159.40   103.20
Zeneca A  9 10.00  0.00    47.80   238.80   137.00
Zeneca A  9 10.00  0.00    50.10   129.50   105.90
Zeneca A 10  3.00  0.10    60.60   150.30   112.60
Zeneca A 10  3.00  0.10    59.10   114.40    94.20
Zeneca A 10  3.00  0.10    52.90    89.30    80.50
Zeneca A 10  3.00  0.10    56.90   115.60   101.90
Zeneca A 10  3.00  0.10    54.40   137.40   114.30
Zeneca A 10  3.00  0.10    45.80   122.20    96.10
Zeneca A 11  3.00  1.00    65.90    41.70    38.80
Zeneca A 11  3.00  1.00    56.40    39.10    36.20
Zeneca A 11  3.00  1.00    55.90    55.50    51.70
Zeneca A 11  3.00  1.00    52.60    39.10    36.80
Zeneca A 11  3.00  1.00    50.40    30.30    29.10
Zeneca A 11  3.00  1.00    47.50    38.70    36.10
Zeneca B  1  0.00  0.00    60.60    32.70    29.20
Zeneca B  1  0.00  0.00    57.60    26.10    24.60
Zeneca B  1  0.00  0.00    54.00    19.90    18.10
Zeneca B  1  0.00  0.00    55.20    23.90    21.30
Zeneca B  1  0.00  0.00    53.40    29.30    27.50
Zeneca B  1  0.00  0.00    50.10    22.20    20.80
Zeneca B  2  0.00  0.00    62.00    28.70    25.50
Zeneca B  2  0.00  0.00    57.90    28.30    26.60
Zeneca B  2  0.00  0.00    54.80    34.00    31.40
Zeneca B  2  0.00  0.00    53.50    26.40    23.30
Zeneca B  2  0.00  0.00    50.00    30.50    27.60
Zeneca B  2  0.00  0.00    50.90    31.10    28.80
Zeneca B  3  0.01  0.00    61.60    29.20    26.60
Zeneca B  3  0.01  0.00    58.80    29.90    27.20
Zeneca B  3  0.01  0.00    55.20    33.50    31.40
Zeneca B  3  0.01  0.00    57.20    26.20    24.00
Zeneca B  3  0.01  0.00    50.80    26.80    25.40
Zeneca B  3  0.01  0.00    48.40    25.50    23.80
Zeneca B  4  0.03  0.00    61.60    27.20    25.60
Zeneca B  4  0.03  0.00    60.00    29.20    27.30
Zeneca B  4  0.03  0.00    56.20    26.30    23.60
Zeneca B  4  0.03  0.00    53.30    29.70    28.00
Zeneca B  4  0.03  0.00    51.30    30.30    28.20
Zeneca B  4  0.03  0.00    46.50    33.10    30.40
Zeneca B  5  0.10  0.00    61.70    45.70    42.30
Zeneca B  5  0.10  0.00    59.70    48.00    42.40
Zeneca B  5  0.10  0.00    56.60    35.50    34.10
Zeneca B  5  0.10  0.00    52.40    34.50    31.50
Zeneca B  5  0.10  0.00    52.50    30.40    26.70
Zeneca B  5  0.10  0.00    52.00    33.10    30.70
Zeneca B  6  0.30  0.00    62.10    63.00    58.30
Zeneca B  6  0.30  0.00    57.80    70.80    66.80
Zeneca B  6  0.30  0.00    54.90    65.40    62.40
Zeneca B  6  0.30  0.00    51.90    61.40    57.80
Zeneca B  6  0.30  0.00    52.20    60.50    57.40
Zeneca B  6  0.30  0.00    47.70    66.30    62.50
Zeneca B  7  1.00  0.00    62.50   132.30   102.70
Zeneca B  7  1.00  0.00    61.90   127.60   122.20
Zeneca B  7  1.00  0.00    53.20   113.90    96.10
Zeneca B  7  1.00  0.00    52.20   134.60   107.20
Zeneca B  7  1.00  0.00    52.00   184.50   130.00
Zeneca B  7  1.00  0.00    46.60   151.30   116.80
Zeneca B  8  3.00  0.00    66.60   143.60   109.30
Zeneca B  8  3.00  0.00    58.90   264.90   144.30
Zeneca B  8  3.00  0.00    55.40   156.40   124.20
Zeneca B  8  3.00  0.00    51.70   173.40   117.90
Zeneca B  8  3.00  0.00    53.80   116.10    97.20
Zeneca B  8  3.00  0.00    50.40   199.10   124.50
Zeneca B  9 10.00  0.00    60.70   175.20   135.80
Zeneca B  9 10.00  0.00    61.30   308.90   144.20
Zeneca B  9 10.00  0.00    55.90   202.70   139.80
Zeneca B  9 10.00  0.00    51.10   161.30   109.30
Zeneca B  9 10.00  0.00    49.30   177.70   107.70
Zeneca B  9 10.00  0.00    50.00   193.00   113.50
Zeneca B 10  3.00  0.10    62.30    64.20    60.20
Zeneca B 10  3.00  0.10    62.80    61.80    59.10
Zeneca B 10  3.00  0.10    53.90    62.30    58.80
Zeneca B 10  3.00  0.10    50.60    51.50    49.00
Zeneca B 10  3.00  0.10    53.60    46.70    44.50
Zeneca B 10  3.00  0.10    51.40    57.90    54.20
Zeneca B 11  3.00  1.00    64.20    22.50    20.50
Zeneca B 11  3.00  1.00    58.90    25.30    23.00
Zeneca B 11  3.00  1.00    56.60    22.50    20.90
Zeneca B 11  3.00  1.00    53.50    27.70    26.20
Zeneca B 11  3.00  1.00    51.70    21.20    19.20
Zeneca B 11  3.00  1.00    48.20    19.30    17.90
Zeneca C  1  0.00  0.00   321.00    84.60    80.40
Zeneca C  1  0.00  0.00   310.00    88.80    83.10
Zeneca C  1  0.00  0.00   304.00    85.00    79.80
Zeneca C  1  0.00  0.00   284.00    86.00    82.00
Zeneca C  1  0.00  0.00   279.00   103.90    99.40
Zeneca C  1  0.00  0.00   255.00    83.30    79.00
Zeneca C  2  0.00  0.00   341.00    92.30    88.00
Zeneca C  2  0.00  0.00   317.00    95.60    91.50
Zeneca C  2  0.00  0.00   297.00    65.80    61.90
Zeneca C  2  0.00  0.00   283.00    84.60    79.50
Zeneca C  2  0.00  0.00   274.00    82.70    77.90
Zeneca C  2  0.00  0.00   258.00    81.40    76.50
Zeneca C  3  0.01  0.00   319.00    83.50    79.00
Zeneca C  3  0.01  0.00   313.00    96.50    92.10
Zeneca C  3  0.01  0.00   303.00   103.80    99.30
Zeneca C  3  0.01  0.00   294.00    94.70    89.60
Zeneca C  3  0.01  0.00   290.00    87.70    83.50
Zeneca C  3  0.01  0.00   276.00    86.80    82.80
Zeneca C  4  0.03  0.00   316.00    97.50    91.00
Zeneca C  4  0.03  0.00   317.00   101.50    96.70
Zeneca C  4  0.03  0.00   294.00    99.70    95.10
Zeneca C  4  0.03  0.00   296.00    81.10    77.10
Zeneca C  4  0.03  0.00   274.00    86.80    79.80
Zeneca C  4  0.03  0.00   257.00    87.90    82.60
Zeneca C  5  0.10  0.00   335.00   115.90   111.10
Zeneca C  5  0.10  0.00   319.00   121.10   115.00
Zeneca C  5  0.10  0.00   301.00   105.50   101.10
Zeneca C  5  0.10  0.00   287.00   120.90   114.70
Zeneca C  5  0.10  0.00   270.00   104.60    99.70
Zeneca C  5  0.10  0.00   234.00    93.00    88.90
Zeneca C  6  0.30  0.00   322.00   271.80   222.00
Zeneca C  6  0.30  0.00   325.00   204.60   192.90
Zeneca C  6  0.30  0.00   305.00   256.20   226.10
Zeneca C  6  0.30  0.00   296.00   242.60   218.80
Zeneca C  6  0.30  0.00   266.00   226.90   207.70
Zeneca C  6  0.30  0.00   246.00   214.70   199.30
Zeneca C  7  1.00  0.00   328.00   359.00   284.90
Zeneca C  7  1.00  0.00   306.00   394.70   293.50
Zeneca C  7  1.00  0.00   301.00   360.80   280.30
Zeneca C  7  1.00  0.00   280.00   417.10   277.90
Zeneca C  7  1.00  0.00   265.00   375.30   259.90
Zeneca C  7  1.00  0.00   247.00   531.70   329.60
Zeneca C  8  3.00  0.00   305.00   337.80   251.40
Zeneca C  8  3.00  0.00   299.00   312.10   256.10
Zeneca C  8  3.00  0.00   289.00   388.90   292.80
Zeneca C  8  3.00  0.00   269.00   419.70   285.70
Zeneca C  8  3.00  0.00   268.00   376.80   265.80
Zeneca C  8  3.00  0.00   252.00   275.60   221.40
Zeneca C  9 10.00  0.00   310.00   384.50   292.70
Zeneca C  9 10.00  0.00   294.00   321.90   257.70
Zeneca C  9 10.00  0.00   292.00   369.30   268.20
Zeneca C  9 10.00  0.00   270.00   361.10   283.50
Zeneca C  9 10.00  0.00   264.00   319.20   205.20
Zeneca C  9 10.00  0.00   243.00   591.60   335.10
Zeneca C 10  3.00  0.10   304.00   300.70   236.20
Zeneca C 10  3.00  0.10   295.00   214.00   202.80
Zeneca C 10  3.00  0.10   281.00   183.50   167.90
Zeneca C 10  3.00  0.10   288.00   321.30   230.30
Zeneca C 10  3.00  0.10   273.00   250.90   204.50
Zeneca C 10  3.00  0.10   250.00   196.50   182.40
Zeneca C 11  3.00  1.00   329.00   162.50   155.80
Zeneca C 11  3.00  1.00   312.00   127.40   121.30
Zeneca C 11  3.00  1.00   299.00   135.10   129.00
Zeneca C 11  3.00  1.00   285.00   116.90   112.50
Zeneca C 11  3.00  1.00   272.00   122.80   115.50
Zeneca C 11  3.00  1.00   261.00   101.90    98.40

